season,season_week,week,week_start_date,year,cases,prec,tavg,mu
2004/2005,38,3,1/15/05,2005,17,43.51,296.9928571,0.898619705
2004/2005,39,4,1/22/05,2005,7,22,296.4428571,0.790534208
2004/2005,40,5,1/29/05,2005,7,11.4,296.0857143,0.782950084
2004/2005,41,6,2/5/05,2005,8,4.8,296.3142857,0.896953986
2004/2005,42,7,2/12/05,2005,9,12,296.6071429,0.877435575
2004/2005,43,8,2/19/05,2005,12,8.6,296.7428571,0.956461645
2004/2005,44,9,2/26/05,2005,12,1.02,298.2428571,0.969220694
2004/2005,45,10,3/5/05,2005,5,3.3,297.8142857,0.897859327
2004/2005,46,11,3/12/05,2005,4,0,298.3,0.862796834
2004/2005,47,12,3/19/05,2005,11,0.4,299.1071429,0.908186687
2004/2005,48,13,3/26/05,2005,4,6.7,299.1785714,0.857689365
2004/2005,49,14,4/2/05,2005,5,13,299.3214286,0.810302535
2004/2005,50,15,4/9/05,2005,7,14.2,299.9285714,0.753665689
2004/2005,51,16,4/16/05,2005,1,35.4,299.3857143,0.841634738
2004/2005,52,17,4/23/05,2005,1,72.1,299.5642857,0.831292517
2005/2006,1,18,4/30/05,2005,4,5.71,299.6357143,0.813682678
2005/2006,2,19,5/7/05,2005,2,37.3,299.7214286,0.774647887
2005/2006,3,20,5/14/05,2005,6,190.9,298.9571429,0.709964413
2005/2006,4,21,5/21/05,2005,3,30.05,300.75,0.601321586
2005/2006,5,22,5/28/05,2005,4,10.14,301.2285714,0.705329154
2005/2006,6,23,6/4/05,2005,10,7.4,300.4928571,0.790322581
2005/2006,7,24,6/11/05,2005,12,11.6,300.6071429,0.814720812
2005/2006,8,25,6/18/05,2005,21,13.4,301.5285714,1.268585132
2005/2006,9,26,6/25/05,2005,26,28.89,301.0857143,1.252969121
2005/2006,10,27,7/2/05,2005,21,49,300.9357143,1.048894843
2005/2006,11,28,7/9/05,2005,30,37.78,300.6714286,1.16127321
2005/2006,12,29,7/16/05,2005,45,40.1,300.8428571,1.270833333
2005/2006,13,30,7/23/05,2005,56,40.43,301.1571429,1.259151414
2005/2006,14,31,7/30/05,2005,75,25.1,301.2642857,1.292381433
2005/2006,15,32,8/6/05,2005,83,9.2,301.3928571,1.214775998
2005/2006,16,33,8/13/05,2005,82,36.7,301.3,1.139447113
2005/2006,17,34,8/20/05,2005,126,31,301.2785714,1.23785817
2005/2006,18,35,8/27/05,2005,119,9,301.5714286,1.128999232
2005/2006,19,36,9/3/05,2005,137,6.9,301.8357143,1.134401627
2005/2006,20,37,9/10/05,2005,131,18.3,301.8142857,1.08902634
2005/2006,21,38,9/17/05,2005,112,31.2,301.3214286,1.044835089
2005/2006,22,39,9/24/05,2005,82,20.8,301.5142857,1.008748118
2005/2006,23,40,10/1/05,2005,73,38.9,300.6071429,0.999864295
2005/2006,24,41,10/8/05,2005,43,53.2,300.0214286,0.976905613
2005/2006,25,42,10/15/05,2005,55,28.8,301.1071429,0.977053151
2005/2006,26,43,10/22/05,2005,55,60.5,300.7571429,0.967752625
2005/2006,27,44,10/29/05,2005,53,19.59,300.9571429,0.960669546
2005/2006,28,45,11/5/05,2005,46,26.9,300.2785714,0.956516908
2005/2006,29,46,11/12/05,2005,43,118.81,299.3857143,0.918346423
2005/2006,30,47,11/19/05,2005,29,19.43,299.4428571,0.908662616
2005/2006,31,48,11/26/05,2005,22,25.92,298.6714286,0.861824542
2005/2006,32,49,12/3/05,2005,26,15,299.05,0.833835446
2005/2006,33,50,12/10/05,2005,13,15.3,298.8357143,0.819582758
2005/2006,34,51,12/17/05,2005,17,11.34,298.7428571,0.860395903
2005/2006,35,52,12/24/05,2005,8,1.19,298.8928571,0.846444949
2005/2006,36,1,1/1/06,2006,13,6.47,298.6214286,0.929111421
2005/2006,37,2,1/8/06,2006,10,30.4,298.6357143,0.885666409
2005/2006,38,3,1/15/06,2006,17,32.4,298.3214286,0.864665237
2005/2006,39,4,1/22/06,2006,19,14.2,298.0642857,0.841704718
2005/2006,40,5,1/29/06,2006,9,9.29,297.4785714,0.81382476
2005/2006,41,6,2/5/06,2006,9,11.47,298.1428571,0.768987342
2005/2006,42,7,2/12/06,2006,9,6.8,298.3928571,0.822697003
2005/2006,43,8,2/19/06,2006,3,1.3,298.4571429,0.827707454
2005/2006,44,9,2/26/06,2006,7,4.8,298.3857143,0.761080625
2005/2006,45,10,3/5/06,2006,7,15.7,297.4928571,0.869115959
2005/2006,46,11,3/12/06,2006,0,17.18,297.9928571,0.797163995
2005/2006,47,12,3/19/06,2006,2,2.7,298.4357143,0.867966992
2005/2006,48,13,3/26/06,2006,3,32.1,298.6571429,0.831893166
2005/2006,49,14,4/2/06,2006,3,19.1,298.6642857,0.842767296
2005/2006,50,15,4/9/06,2006,1,27.3,298.95,0.754403131
2005/2006,51,16,4/16/06,2006,3,23.22,299.0142857,0.614441417
2005/2006,52,17,4/23/06,2006,3,16.55,299.3928571,0.756544503
2006/2007,1,18,4/30/06,2006,3,33.6,298.2714286,0.7
2006/2007,2,19,5/7/06,2006,7,53.1,299.0857143,0.659663866
2006/2007,3,20,5/14/06,2006,3,45.3,300.3357143,0.733009709
2006/2007,4,21,5/21/06,2006,5,2.36,300.8,0.703883495
2006/2007,5,22,5/28/06,2006,11,8.1,300.7785714,0.82967033
2006/2007,6,23,6/4/06,2006,5,5.6,301.2,0.811023622
2006/2007,7,24,6/11/06,2006,5,39.54,300.55,0.827956989
2006/2007,8,25,6/18/06,2006,6,47.64,300.4285714,0.85
2006/2007,9,26,6/25/06,2006,6,21.11,300.9214286,0.862385321
2006/2007,10,27,7/2/06,2006,4,48.58,300.5,0.855932203
2006/2007,11,28,7/9/06,2006,4,66.8,300.1071429,0.856368564
2006/2007,12,29,7/16/06,2006,8,22.1,300.7,0.901595745
2006/2007,13,30,7/23/06,2006,14,60.94,300.7571429,1.025522042
2006/2007,14,31,7/30/06,2006,12,155.18,300.4142857,0.953074434
2006/2007,15,32,8/6/06,2006,16,44.1,300.8428571,1.065918654
2006/2007,16,33,8/13/06,2006,10,35.7,300.8928571,0.942708333
2006/2007,17,34,8/20/06,2006,16,26,301.2142857,0.975845411
2006/2007,18,35,8/27/06,2006,18,6.6,301.2714286,1.062393162
2006/2007,19,36,9/3/06,2006,15,29,301.2928571,1.012933969
2006/2007,20,37,9/10/06,2006,23,16.2,301.4857143,1.080287597
2006/2007,21,38,9/17/06,2006,17,9.46,301.5928571,0.998149861
2006/2007,22,39,9/24/06,2006,33,16.7,301.6142857,1.115942029
2006/2007,23,40,10/1/06,2006,15,26.3,301.3928571,0.909977064
2006/2007,24,41,10/8/06,2006,13,26.8,301.1071429,0.902623749
2006/2007,25,42,10/15/06,2006,11,37,300.6714286,0.885849553
2006/2007,26,43,10/22/06,2006,14,45.62,300.9928571,0.899919506
2006/2007,27,44,10/29/06,2006,17,17.7,301.0642857,0.899708918
2006/2007,28,45,11/5/06,2006,19,0.8,300.9642857,0.934679958
2006/2007,29,46,11/12/06,2006,20,38.72,299.3,0.928799411
2006/2007,30,47,11/19/06,2006,12,12.6,300.3214286,0.885700735
2006/2007,31,48,11/26/06,2006,21,37.51,299.9,0.920733218
2006/2007,32,49,12/3/06,2006,7,24.4,299.5071429,0.827415942
2006/2007,33,50,12/10/06,2006,19,11.2,299.65,0.864298966
2006/2007,34,51,12/17/06,2006,10,27.4,299.2642857,0.751625488
2006/2007,35,52,12/24/06,2006,13,12.7,299.0857143,0.884103641
2006/2007,36,1,1/1/07,2007,10,18.5,298.75,0.878571429
2006/2007,37,2,1/8/07,2007,8,64.29,298.3214286,0.877700476
2006/2007,38,3,1/15/07,2007,21,10.53,298.3357143,0.901645475
2006/2007,39,4,1/22/07,2007,11,0.4,298.2142857,0.823569716
2006/2007,40,5,1/29/07,2007,9,0.6,298.7142857,0.792439113
2006/2007,41,6,2/5/07,2007,14,1.2,298.5642857,0.779441522
2006/2007,42,7,2/12/07,2007,14,0.53,299.0714286,0.830172034
2006/2007,43,8,2/19/07,2007,15,28.89,298.2571429,0.793445451
2006/2007,44,9,2/26/07,2007,18,4.13,299.2785714,0.933428436
2006/2007,45,10,3/5/07,2007,16,1.5,299.4071429,0.890664424
2006/2007,46,11,3/12/07,2007,12,4.7,298.5714286,0.932688077
2006/2007,47,12,3/19/07,2007,20,22.6,298.9142857,0.962451446
2006/2007,48,13,3/26/07,2007,8,39.2,298.0571429,0.886970173
2006/2007,49,14,4/2/07,2007,3,1.3,298.4071429,0.877388535
2006/2007,50,15,4/9/07,2007,13,1.12,299.5357143,0.844525845
2006/2007,51,16,4/16/07,2007,4,40.9,299.55,0.867734554
2006/2007,52,17,4/23/07,2007,1,80.01,298.7,0.865865385
2007/2008,1,18,4/30/07,2007,10,44.1,299.3714286,0.8425
2007/2008,2,19,5/7/07,2007,8,11.7,300.6428571,0.824054622
2007/2008,3,20,5/14/07,2007,13,1.2,300.9214286,0.825620767
2007/2008,4,21,5/21/07,2007,10,22,300.7,0.770979021
2007/2008,5,22,5/28/07,2007,21,20.24,301.15,0.834450402
2007/2008,6,23,6/4/07,2007,18,22.4,300.5714286,0.853309481
2007/2008,7,24,6/11/07,2007,21,8.4,301.3071429,0.844911147
2007/2008,8,25,6/18/07,2007,34,9.3,301.3285714,1.118545838
2007/2008,9,26,6/25/07,2007,25,19.8,301.0714286,0.986287625
2007/2008,10,27,7/2/07,2007,34,11.96,301.0071429,1.0427066
2007/2008,11,28,7/9/07,2007,33,11.72,301.1571429,1.051600261
2007/2008,12,29,7/16/07,2007,40,49.64,300.5,1.084715849
2007/2008,13,30,7/23/07,2007,42,6,301.3071429,1.075843083
2007/2008,14,31,7/30/07,2007,36,22.7,301.1642857,1.035726285
2007/2008,15,32,8/6/07,2007,72,28.7,301.0571429,1.155004429
2007/2008,16,33,8/13/07,2007,75,52.12,301.0714286,1.120585134
2007/2008,17,34,8/20/07,2007,76,35.69,300.9928571,1.086710787
2007/2008,18,35,8/27/07,2007,92,19.44,301.2071429,1.118067291
2007/2008,19,36,9/3/07,2007,71,20.9,301.1142857,1.031835206
2007/2008,20,37,9/10/07,2007,112,26.78,301.3571429,1.096090365
2007/2008,21,38,9/17/07,2007,106,16.05,301.1928571,1.066980305
2007/2008,22,39,9/24/07,2007,101,14.1,301.1,1.042863019
2007/2008,23,40,10/1/07,2007,170,23.8,300.8642857,1.137611
2007/2008,24,41,10/8/07,2007,135,11.08,301.5357143,1.035101556
2007/2008,25,42,10/15/07,2007,106,8.66,301.3,0.995028707
2007/2008,26,43,10/22/07,2007,68,177.94,299.6071429,0.964890728
2007/2008,27,44,10/29/07,2007,48,10.7,300.7428571,0.944906183
2007/2008,28,45,11/5/07,2007,48,17.6,300.0928571,0.941888932
2007/2008,29,46,11/12/07,2007,26,32.3,300.0285714,0.930933764
2007/2008,30,47,11/19/07,2007,33,26.43,299.1285714,0.918958144
2007/2008,31,48,11/26/07,2007,29,69.55,299.0571429,0.93005167
2007/2008,32,49,12/3/07,2007,17,42.82,299.1285714,0.895949318
2007/2008,33,50,12/10/07,2007,12,71.73,298.7071429,0.888463421
2007/2008,34,51,12/17/07,2007,13,4.16,298.7857143,0.879863422
2007/2008,35,52,12/24/07,2007,17,13.3,298.7785714,0.76514456
2007/2008,36,1,1/1/08,2008,15,37.66,298.2285714,0.746100972
2007/2008,37,2,1/8/08,2008,14,4.1,297.8714286,0.718396031
2007/2008,38,3,1/15/08,2008,15,27.16,298.1285714,0.789353612
2007/2008,39,4,1/22/08,2008,10,2.7,298.1785714,0.830305108
2007/2008,40,5,1/29/08,2008,9,19.7,297.2785714,0.771651138
2007/2008,41,6,2/5/08,2008,2,10.17,297.9071429,0.883903793
2007/2008,42,7,2/12/08,2008,6,8.3,298.0571429,0.814895947
2007/2008,43,8,2/19/08,2008,8,6.46,298.0714286,0.795305887
2007/2008,44,9,2/26/08,2008,5,6.5,298.0071429,0.885839737
2007/2008,45,10,3/4/08,2008,1,9.38,297.6428571,0.908215661
2007/2008,46,11,3/11/08,2008,2,0.9,297.4357143,0.891166078
2007/2008,47,12,3/18/08,2008,3,7.55,296.9571429,0.8368
2007/2008,48,13,3/25/08,2008,4,3.67,298.2285714,0.827835052
2007/2008,49,14,4/1/08,2008,3,35,297.5642857,0.79500657
2007/2008,50,15,4/8/08,2008,1,4.82,297.7785714,0.693379791
2007/2008,51,16,4/15/08,2008,3,2.17,298.6928571,0.717142857
2007/2008,52,17,4/22/08,2008,5,25.37,298.55,0.67953668
2008/2009,1,18,4/29/08,2008,2,21.83,298.5571429,0.827586207
2008/2009,2,19,5/6/08,2008,3,4.12,299.3571429,0.798029557
2008/2009,3,20,5/13/08,2008,2,2.2,299.7285714,0.681818182
2008/2009,4,21,5/20/08,2008,3,4.36,299.6714286,0.74137931
2008/2009,5,22,5/27/08,2008,2,22.55,299.7285714,0.87
2008/2009,6,23,6/3/08,2008,2,13.1,300.0071429,0.86407767
2008/2009,7,24,6/10/08,2008,3,7.2,300.5785714,0.86407767
2008/2009,8,25,6/17/08,2008,4,17.1,300.6214286,0.86407767
2008/2009,9,26,6/24/08,2008,3,11.9,300.5285714,0.86407767
2008/2009,10,27,7/1/08,2008,4,19.86,300.3428571,0.951456311
2008/2009,11,28,7/8/08,2008,4,5.49,300.6071429,0.940677966
2008/2009,12,29,7/15/08,2008,4,13.62,300.7214286,0.896
2008/2009,13,30,7/22/08,2008,7,8.7,300.8857143,1.120689655
2008/2009,14,31,7/29/08,2008,6,43.5,300.8428571,1.031055901
2008/2009,15,32,8/5/08,2008,15,7.82,301.2857143,1.329787234
2008/2009,16,33,8/12/08,2008,11,65.9,300.8142857,1
2008/2009,17,34,8/19/08,2008,9,31.6,301.1357143,0.96353167
2008/2009,18,35,8/26/08,2008,9,50,301.3142857,0.968227425
2008/2009,19,36,9/2/08,2008,12,58.4,300.9357143,1.008888889
2008/2009,20,37,9/9/08,2008,13,28.1,300.8714286,1.018518519
2008/2009,21,38,9/16/08,2008,13,136.91,300.45,1.01973001
2008/2009,22,39,9/23/08,2008,13,37.5,300.7714286,1.014247551
2008/2009,23,40,9/30/08,2008,20,21.1,300.7428571,1.083855799
2008/2009,24,41,10/7/08,2008,28,40.4,300.2785714,1.160843373
2008/2009,25,42,10/14/08,2008,45,22.7,299.8785714,1.30107084
2008/2009,26,43,10/21/08,2008,28,9.9,300.5571429,0.99386921
2008/2009,27,44,10/28/08,2008,34,58.03,300.1428571,1.016886646
2008/2009,28,45,11/4/08,2008,41,19.6,300.2928571,1.063291139
2008/2009,29,46,11/11/08,2008,36,49.42,299.7571429,1.026429413
2008/2009,30,47,11/18/08,2008,38,31.83,299.4428571,1.03093249
2008/2009,31,48,11/25/08,2008,48,0.72,298.7142857,1.061344291
2008/2009,32,49,12/2/08,2008,27,9.52,298.5714286,0.968257814
2008/2009,33,50,12/9/08,2008,23,25.75,298.6,0.961285836
2008/2009,34,51,12/16/08,2008,28,17.5,297.9142857,0.970979626
2008/2009,35,52,12/23/08,2008,42,27.99,298.1214286,0.993891923
2008/2009,36,1,1/1/09,2009,30,3.55,298.2,0.950981675
2008/2009,37,2,1/8/09,2009,18,9.2,298.4214286,0.897051182
2008/2009,38,3,1/15/09,2009,38,38.5,298.05,0.966411099
2008/2009,39,4,1/22/09,2009,28,16.2,298.2357143,0.929780564
2008/2009,40,5,1/29/09,2009,36,6.22,298.2071429,0.926911249
2008/2009,41,6,2/5/09,2009,44,62.21,297.3571429,0.96109722
2008/2009,42,7,2/12/09,2009,41,2.2,297.3857143,0.94851805
2008/2009,43,8,2/19/09,2009,35,3.8,298.1071429,0.90611399
2008/2009,44,9,2/26/09,2009,28,11.38,298.1571429,0.955509107
2008/2009,45,10,3/5/09,2009,28,26.66,296.4,0.96372017
2008/2009,46,11,3/12/09,2009,22,13.9,296.9285714,0.943747264
2008/2009,47,12,3/19/09,2009,26,25.74,297.2,0.919812024
2008/2009,48,13,3/26/09,2009,24,6.54,296.9857143,0.949423608
2008/2009,49,14,4/2/09,2009,9,0.8,297.8142857,0.948057362
2008/2009,50,15,4/9/09,2009,21,1.1,298.4428571,0.925538252
2008/2009,51,16,4/16/09,2009,10,6.8,298.8571429,0.932452549
2008/2009,52,17,4/23/09,2009,15,15.7,298.5928571,0.910572337
